"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_Name","CusoName","City","IsWhollyOwned","Investment","Loan","CashOutlay","Check_cur_serv","Cler_prof_mgt_serv","Bus_ln_orig","Cons_mtg_orig","Elect_trans_serv","Fin_con_serv","FA_serv","Ins_br_ag","Leasing","Ln_supp_serv","RR_sec_DR_serv","Ins_br_serv","Shr_branch_ops","St_Ln_orig","Trav_ag_serv","Trusts","RE_br_serv","CUSOinv_nonCUSO","CC_ln_orig","pay_proc_serv","Other","OtherCusoServiceType","DateCreated","DateUpdated","InvestmentAccountingTypeName","StateCode","EIN"
11307,12/31/2013 0:00:00,5555,"APPLE","CU Realty of VA/MD/DC, LLC","Herndon",0,31935,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 15:41:00,"Equity Method","VA","201213534"
11307,12/31/2013 0:00:00,5555,"APPLE","CU Co-op Services","Lynchburg",0,65872,0,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 15:41:00,"Equity Method","VA","953732627"
11307,12/31/2013 0:00:00,5555,"APPLE","Apple Management, LLC","Fairfax",1,562,0,100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 15:41:00,"Consolidation","VA","061672113"
11307,12/31/2013 0:00:00,5555,"APPLE","CUSCVA","Lynchburg",0,66976,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 15:41:00,"Equity Method","VA","541939223"
11316,12/31/2013 0:00:00,5562,"SANDIA AREA","Business Partners, LLC","Chatsworth",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/29/2014 17:16:00,"","CA","450504717"
11316,12/31/2013 0:00:00,5562,"SANDIA AREA","Credit Union Auto Services, Inc.","Albuquerque",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"auto sales",8/27/2009 22:11:00,1/29/2014 17:16:00,"","NM","850355282"
11316,12/31/2013 0:00:00,5562,"SANDIA AREA","CU Anytime Network, LLC","Albuquerque",0,387882,0,387882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/29/2014 17:16:00,"Cost Method","NM","742814060"
11316,12/31/2013 0:00:00,5562,"SANDIA AREA","Sandia Area Services, LLC","Albuquerque",1,368298,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",8/27/2009 22:11:00,1/29/2014 17:16:00,"Consolidation","NM","850357723"
11331,12/31/2013 0:00:00,5573,"M D U EMPLOYEES","Primary Financial-SimpliCD","Dublin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"brokered cd investments for purchase",8/27/2009 22:11:00,1/29/2014 10:38:00,"","OH","311682720"
11353,12/31/2013 0:00:00,5585,"EAST RIVER","Fynanz","New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/11/2014 11:33:00,"","NY","651307115"
11353,12/31/2013 0:00:00,5585,"EAST RIVER","CU Mortgage Direct LLC","Sioux Falls",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/11/2014 11:33:00,"","SD","680572881"
11353,12/31/2013 0:00:00,5585,"EAST RIVER","Balance Sheet Solutions","Warrenville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ALM Reporting",8/27/2009 22:11:00,2/11/2014 11:33:00,"","IL","510428332"
11353,12/31/2013 0:00:00,5585,"EAST RIVER","COOP Financial Services","Rancho Cucamonga",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Network",8/27/2009 22:11:00,2/11/2014 11:33:00,"","CA","953732627"
11364,12/31/2013 0:00:00,5593,"THE FAMILY FIRST","CU COOPERATIVE SYSTEMS, INC","RANCHO CUCAMONGA",0,26817,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 16:52:00,"Cost Method","CA","953732627"
11364,12/31/2013 0:00:00,5593,"THE FAMILY FIRST","CUSOURCE, LLC","Great Falls",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,"DATA PROCESSING",8/27/2009 22:11:00,1/24/2014 16:52:00,"","MT","141838378"
11374,12/31/2013 0:00:00,5596,"C-B-W SCHOOLS","The Credit Union Complex","Johnstown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Management of Building",8/27/2009 22:11:00,1/14/2014 16:27:00,"Equity Method","PA","232962946"
11393,12/31/2013 0:00:00,5605,"ROGUE","Member Building Partners, LLC","Salem",0,500000,0,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rental Income",8/27/2009 22:11:00,1/24/2014 18:10:00,"Cost Method","OR","271530928"
11393,12/31/2013 0:00:00,5605,"ROGUE","myCUmortgage","Fairborn",0,0,2000000,2000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Mortgage Processing",8/27/2009 22:11:00,1/24/2014 18:10:00,"","OH","311690008"
11393,12/31/2013 0:00:00,5605,"ROGUE","CUSO Financial Services, LP","San Diego",0,575066,0,575066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:10:00,"Cost Method","CA","330731851"
11393,12/31/2013 0:00:00,5605,"ROGUE","CU Insurance Alliance, LLC","Salem",0,15000,0,15000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:10:00,"Cost Method","OR","264614992"
11393,12/31/2013 0:00:00,5605,"ROGUE","CU Cooperative Systems, Inc","Rancho Cucamonga",0,288549,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:10:00,"Cost Method","CA","953732627"
11393,12/31/2013 0:00:00,5605,"ROGUE","CNBS, LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:10:00,"","KS","200818095"
11393,12/31/2013 0:00:00,5605,"ROGUE","Rogue Federal Members Financial Services, LLC","Medford",1,1012890,0,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:10:00,"Consolidation","OR","931261851"
11393,12/31/2013 0:00:00,5605,"ROGUE","CU Investment Solutions, Inc","Lenexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 18:10:00,"","KS","481061886"
11452,12/31/2013 0:00:00,5642,"CY-FAIR","Credit Union Acceptance Company","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Lending for autos. Members can get approved by CUAC but the loan is ours.",8/27/2009 22:11:00,1/24/2014 19:14:00,"","TX","421570145"
11452,12/31/2013 0:00:00,5642,"CY-FAIR","CU Alliance Marketing","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CU Alliance does car and home loan marketing for us. They only do marketing for the products we have them.",8/27/2009 22:11:00,1/24/2014 19:14:00,"","TX","421570151"
11452,12/31/2013 0:00:00,5642,"CY-FAIR","CU Allliance, LLC","Houston",0,376714,0,376714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 19:14:00,"Cost Method","TX","421570141"
11452,12/31/2013 0:00:00,5642,"CY-FAIR","CU Companies of Texas","Houston",0,100000,1000000,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 19:14:00,"Cost Method","TX","364569955"
11452,12/31/2013 0:00:00,5642,"CY-FAIR","Member Auto Sales","Houston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"We cosign our repo's to Member Auto Sales for sale by them.  As an entity Member Auto Sales is considered a used car lot.",8/27/2009 22:11:00,1/24/2014 19:14:00,"","TX","205630033"
11457,12/31/2013 0:00:00,5647,"EDGE","CU Student Lending LLC","Edison ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 15:08:00,"","NJ","272182327"
11457,12/31/2013 0:00:00,5647,"EDGE","balance sheet solutions llc","warrenville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 15:08:00,"","IL","510428332"
11520,12/31/2013 0:00:00,5685,"WEBER STATE","Pro-Design Credit Union Systems","Farmington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Security Scans",8/27/2009 22:11:00,1/6/2014 15:01:00,"Cost Method","UT","870551162"
11520,12/31/2013 0:00:00,5685,"WEBER STATE","CO-OP","Rancho Cucamonga",0,62350,0,62350,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/6/2014 15:01:00,"Cost Method","CA","953732627"
11520,12/31/2013 0:00:00,5685,"WEBER STATE","CUSC","SALT LAKE CITY",0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/6/2014 15:01:00,"Cost Method","UT","870519694"
11548,12/31/2013 0:00:00,5701,"COLUMBINE","CENTENNIAL LENDING","Longmont",0,7737,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 16:00:00,"","CO","841553724"
11548,12/31/2013 0:00:00,5701,"COLUMBINE","COOP NETWORK","Rancho Cucamonga",0,23145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 16:00:00,"","CA","953732627"
11548,12/31/2013 0:00:00,5701,"COLUMBINE","CU DIRECT CONNECT/CULIA","Denver",0,12849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Lending",8/27/2009 22:11:00,1/23/2014 16:00:00,"","CO","010751414"
11548,12/31/2013 0:00:00,5701,"COLUMBINE","CU SERVICE NETWORK","Denver",0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 16:00:00,"","CO","841192602"
11554,12/31/2013 0:00:00,5706,"FAMILY TRUST","CUMAC, LLC","Columbia",0,19645,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Network ",8/27/2009 22:11:00,1/24/2014 10:10:00,"Cost Method","SC","571113206"
11554,12/31/2013 0:00:00,5706,"FAMILY TRUST","PSCU FINANCIAL SERVICES","St Petersburg",0,31695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 10:10:00,"Cost Method","FL","591743434"
11570,12/31/2013 0:00:00,5712,"ENT","Gateway Services Group, LLC","Greenwood Village",0,245710,0,250000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Cost Method","CO","061695018"
11570,12/31/2013 0:00:00,5712,"ENT","Centennial Lending LLC","Longmont",0,55000,0,55000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Cost Method","CO","841553724"
11570,12/31/2013 0:00:00,5712,"ENT","Members Trust Company","Tampa",0,229416,0,229416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Cost Method","FL","470924028"
11570,12/31/2013 0:00:00,5712,"ENT","PSCU Financial Services","Tampa",0,420858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Cost Method","FL","591743434"
11570,12/31/2013 0:00:00,5712,"ENT","CO-OP Financial Services","Rancho Cucamonga",0,1985566,0,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Cost Method","CA","953732627"
11570,12/31/2013 0:00:00,5712,"ENT","CU Service Network, LLC","Lakewood",0,152000,0,152000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Cost Method","CO","800211636"
11570,12/31/2013 0:00:00,5712,"ENT","Enterprise First Financial Services","Colorado Springs",1,933028,0,700000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:32:00,"Consolidation","CO","841514066"
11579,12/31/2013 0:00:00,5717,"MALHEUR","Co-OP Network","Ontario",0,101045,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/12/2014 11:35:00,"Cost Method","CA","953732627"
11617,12/31/2013 0:00:00,5735,"BOYS TOWN","CUSA FiServ","Salt Lake City",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/21/2014 14:11:00,"Cost Method","UT","391506125"
11643,12/31/2013 0:00:00,5751,"FREEDOM 1ST","CU Investment Solutions, Inc.","Lenexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/31/2014 10:18:00,"Cost Method","KS","481061886"
11652,12/31/2013 0:00:00,5756,"GOLDEN VALLEY","CO-OP","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",8/27/2009 22:11:00,1/16/2014 12:54:00,"Cost Method","CA","953732627"
11671,12/31/2013 0:00:00,5765,"T.E.S. REGIONAL HEALTHCARE","Credit Union Service Center","Shreveport",0,50000,0,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 17:31:00,"Cost Method","LA","720537111"
11674,12/31/2013 0:00:00,5768,"FIRELANDS","North Coast Business Lending","Monroeville",0,70899,0,70899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 16:16:00,"Equity Method","OH","461831713"
11674,12/31/2013 0:00:00,5768,"FIRELANDS","Area Financial Services","Fremont",0,70666,179498,250164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Data Processing",8/27/2009 22:11:00,1/22/2014 16:16:00,"Cost Method","OH","341541738"
11678,12/31/2013 0:00:00,5772,"TIMBERLINE","Business Alliance Financial Services, LLC","Monroe",0,50000,0,50000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/24/2014 13:45:00,"Cost Method","LA","270846943"
11723,12/31/2013 0:00:00,5796,"CORNERSTONE COMMUNITY","C U BUSINESS GROUP, LLC","PORTLAND",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 12:47:00,"","OR","562284235"
11723,12/31/2013 0:00:00,5796,"CORNERSTONE COMMUNITY","C U Investment Solutions LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/22/2014 12:47:00,"","KS","481061886"
11723,12/31/2013 0:00:00,5796,"CORNERSTONE COMMUNITY","CNBS, LLC","Overland Park",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 12:47:00,"","KS","200818095"
11723,12/31/2013 0:00:00,5796,"CORNERSTONE COMMUNITY","Balance Sheet Solutions, LLC","Warrenville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 12:47:00,"","IL","510428332"
11746,12/31/2013 0:00:00,5805,"BROWARD HEALTHCARE","EDOC INNOVATIONS","GRAND RAPIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/21/2014 10:47:00,"","MI","680282113"
11746,12/31/2013 0:00:00,5805,"BROWARD HEALTHCARE","Florida Credit Union Shared Services","Tampa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8/27/2009 22:11:00,1/21/2014 10:47:00,"","FL","590936722"
11779,12/31/2013 0:00:00,5821,"PUBLIC SERVICE","cumanet","Basking Ridge",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/10/2014 7:59:00,"Equity Method","NJ","223646493"
11779,12/31/2013 0:00:00,5821,"PUBLIC SERVICE","Symbionce","East Hanover",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/10/2014 7:59:00,"Equity Method","NJ","224512877"
11780,12/31/2013 0:00:00,5822,"SANTA ROSA COUNTY","Card Services for Credit Unions","Tampa",0,1011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 17:19:00,"","FL","592941216"
11780,12/31/2013 0:00:00,5822,"SANTA ROSA COUNTY","CU Cooperative Systems, Inc","Rancho Cucamonga",0,26108,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 17:19:00,"Cost Method","CA","953732627"
11780,12/31/2013 0:00:00,5822,"SANTA ROSA COUNTY","Credit Union 24","Tallahassee",0,12264,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/23/2014 17:19:00,"Cost Method","FL","593486863"
11786,12/31/2013 0:00:00,5826,"HURRICANE CREEK","ARCUSO","Little Rock",0,27136,0,27136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Auto Loans",8/27/2009 22:11:00,1/10/2014 17:30:00,"Cost Method","AR","260330493"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","WesCom Resource Group","Anaheim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Technology CUSO - Software Development/Data Processing Services",8/27/2009 22:11:00,2/19/2014 8:04:00,"","CA","431966875"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","CNBS, LLC","Overland Park",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/19/2014 8:04:00,"Cost Method","KS","200818095"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","CU Business Group LLC","Portland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"annual loan review and commercial loan underwriting",8/27/2009 22:11:00,2/19/2014 8:04:00,"","OR","562284235"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","Florida Credit Union Shared Services, Inc.","Tallahassee",0,16719,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/19/2014 8:04:00,"Cost Method","FL","593167039"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","Member Business Solutions, LLC","Tallahassee",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/19/2014 8:04:00,"","FL","200746949"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","SunState Financial Solutions, LLC","Gainesville",1,826100,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Sales of Merchant Processing Service",8/27/2009 22:11:00,2/19/2014 8:04:00,"Consolidation","FL","454195071"
11789,12/31/2013 0:00:00,5829,"SUNSTATE","United Solutions Group, Inc","Tallahassee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Custom debit card creation",8/27/2009 22:11:00,2/19/2014 8:04:00,"","FL","593628544"
11793,12/31/2013 0:00:00,5832,"CLACKAMAS COMMUNITY","Willamette Business Group","Salem",0,100000,968589,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 14:18:00,"Cost Method","OR","550897117"
11793,12/31/2013 0:00:00,5832,"CLACKAMAS COMMUNITY","CUSO Financial","San Diego",0,230000,0,230000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 14:18:00,"","CA","330731851"
11793,12/31/2013 0:00:00,5832,"CLACKAMAS COMMUNITY","The Co-Op","Ontario",0,24389,0,24389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATM Network",8/27/2009 22:11:00,1/22/2014 14:18:00,"Cost Method","CA","953732627"
11804,12/31/2013 0:00:00,5838,"PANHANDLE EDUCATORS","Credit Union 24","Tallahassee",0,14038,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/13/2014 15:56:00,"Cost Method","FL","593486863"
11804,12/31/2013 0:00:00,5838,"PANHANDLE EDUCATORS","PSCU","Tampa",0,88616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/13/2014 15:56:00,"Cost Method","FL","591743434"
11867,12/31/2013 0:00:00,5877,"A.C.P.E.","Centennial Lending LLC","Longmont",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Loan Sales",8/27/2009 22:11:00,1/9/2014 13:27:00,"Cost Method","CO","841553724"
11870,12/31/2013 0:00:00,5879,"DOWNEY","Coop Financial Service","Rancho Cucamonga",0,168818,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2014 14:29:00,"Cost Method","CA","953732627"
11872,12/31/2013 0:00:00,5880,"SRI","CU-24","TALLAHASSEE",0,2500,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 16:11:00,"Cost Method","FL","593486863"
11872,12/31/2013 0:00:00,5880,"SRI","CSCU","CLEARWATER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",8/27/2009 22:11:00,1/22/2014 16:11:00,"Cost Method","FL","592941216"
11872,12/31/2013 0:00:00,5880,"SRI","CU COOPERATIVE","RANCHO CUCAMONGA",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2014 16:11:00,"Cost Method","CA","953732627"
11902,12/31/2013 0:00:00,5898,"PATTERSON","ARCUSO","BRYANT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"INDIRECT AUTO LOANS",8/27/2009 22:11:00,1/13/2014 12:05:00,"","AR","260330493"
11913,12/31/2013 0:00:00,5906,"ALCOA COMMUNITY","ARCUSO","Jacksonville",0,45232,0,45232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/10/2014 17:41:00,"Cost Method","AR","260330493"
11917,12/31/2013 0:00:00,5908,"AIRCO","Co-Op Financial Services","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/29/2014 18:32:00,"Cost Method","CA","956068052"
11942,12/31/2013 0:00:00,5921,"ST. TAMMANY","Illinois Credit Union League","Naperville",0,7000,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",8/27/2009 22:11:00,1/17/2014 19:05:00,"Equity Method","IL","237028076"
11943,12/31/2013 0:00:00,5922,"KAIPERM NORTH BAY","Nor Cal Strategies LLC","San Francisco",0,1719,0,2500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2014 12:34:00,"Cost Method","CA","263443306"
11944,12/31/2013 0:00:00,5923,"KAIPERM","Co-op Financial Services","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/21/2014 13:06:00,"Cost Method","CA","953732627"
11951,12/31/2013 0:00:00,5928,"NORFOLK MUNICIPAL EMPLOYEES","Credit Union Service Co of Virginia LLC","Lynchburg",0,66976,66976,66976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/21/2014 9:34:00,"","VA","541939223"
11951,12/31/2013 0:00:00,5928,"NORFOLK MUNICIPAL EMPLOYEES","Norfolk Municipal Group,LLC","Norfolk",1,26000,0,26000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/21/2014 9:34:00,"Consolidation","VA","462583797"
11972,12/31/2013 0:00:00,5938,"YOUR CHOICE","Card Services","Harrisburg",0,942,0,942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2014 15:23:00,"Equity Method","PA","059294216"
11975,12/31/2013 0:00:00,5940,"ANG","Credit Union Service Centers","Birmingham",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/11/2014 13:06:00,"Cost Method","AL","631078825"
11978,12/31/2013 0:00:00,5942,"ST. JOSEPH MERCY HOSPITAL PONTIAC","CU Cooperative Systems","Rancho Cucamonga",0,3700,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/8/2014 6:33:00,"Cost Method","CA","953732627"
