"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_Name","CusoName","City","IsWhollyOwned","Investment","Loan","CashOutlay","Check_cur_serv","Cler_prof_mgt_serv","Bus_ln_orig","Cons_mtg_orig","Elect_trans_serv","Fin_con_serv","FA_serv","Ins_br_ag","Leasing","Ln_supp_serv","RR_sec_DR_serv","Ins_br_serv","Shr_branch_ops","St_Ln_orig","Trav_ag_serv","Trusts","RE_br_serv","CUSOinv_nonCUSO","CC_ln_orig","pay_proc_serv","Other","OtherCusoServiceType","DateCreated","DateUpdated","InvestmentAccountingTypeName","StateCode"
3601,12/31/2012 0:00:00,1631,"NATIONAL INSTITUTES OF HEALTH","ENCORE ELECTRIC SERVICES","FALLS CHURCH",0,500,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 14:56:00,"Equity Method","VA"
3601,12/31/2012 0:00:00,1631,"NATIONAL INSTITUTES OF HEALTH","ONGOING OPERATIONS, LLC","HAGERSTOWN",0,150000,273633,442293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 14:56:00,"Equity Method","MD"
3601,12/31/2012 0:00:00,1631,"NATIONAL INSTITUTES OF HEALTH","TRUST FOR CREDIT UNIONS","WASHINGTON",0,34500,0,34500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 14:56:00,"Equity Method","DC"
3660,12/31/2012 0:00:00,1651,"G.E.M.","ProDraft Services","Bismarck",0,3237,0,3237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/9/2013 17:31:00,"Cost Method","ND"
3711,12/31/2012 0:00:00,1671,"OMEGA","PA CREDIT UNION SERVICE CENTER INC","Harrisburg",0,60000,0,60000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2013 13:59:00,"Cost Method","PA"
3746,12/31/2012 0:00:00,1687,"NORFOLK FIRE DEPARTMENT","Credit Union 24 LLC","Tallahassee",0,1709,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 11:27:00,"Cost Method","FL"
3746,12/31/2012 0:00:00,1687,"NORFOLK FIRE DEPARTMENT","Credit Union Ser Co of VA LLC","Lynchburg",0,195625,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 11:27:00,"Cost Method","VA"
3748,12/31/2012 0:00:00,1688,"TOLEDO FIRE FIGHTERS","CO-OP Financial Services","Rancho Cucamonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 13:50:00,"","CA"
3764,12/31/2012 0:00:00,1697,"TRANSIT EMPLOYEES","Credit Union Morgate Association, Inc.","Fairfax",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 8:52:00,"","VA"
3764,12/31/2012 0:00:00,1697,"TRANSIT EMPLOYEES","CU STUDENT CHOICE PARTNERS LLC","WASHINGTON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 8:52:00,"","DC"
3800,12/31/2012 0:00:00,1711,"GEORGIA HERITAGE","SWIRL, LLC","Duluth",0,1771,0,1771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2013 12:51:00,"Equity Method","GA"
3800,12/31/2012 0:00:00,1711,"GEORGIA HERITAGE","Cooperative Services, Inc.","College Park",0,40000,0,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2013 12:51:00,"Equity Method","GA"
3804,12/31/2012 0:00:00,1714,"KERN SCHOOLS","CUSO Financial","San Diego",0,130000,0,130000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 19:25:00,"Cost Method","CA"
3804,12/31/2012 0:00:00,1714,"KERN SCHOOLS","EPL Inc","Birmingham",0,1000000,5000000,15515200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 19:25:00,"Cost Method","AL"
3804,12/31/2012 0:00:00,1714,"KERN SCHOOLS","Members Gateways, LLC","South Bend",0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",8/27/2009 22:11:00,1/17/2013 19:25:00,"","IN"
3804,12/31/2012 0:00:00,1714,"KERN SCHOOLS","PSCU","Saint Petersburg",0,1096819,0,34200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 19:25:00,"Cost Method","FL"
3804,12/31/2012 0:00:00,1714,"KERN SCHOOLS","The COOP","Rancho Cucamonga",0,65000,0,65000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 19:25:00,"Cost Method","CA"
3830,12/31/2012 0:00:00,1724,"MASS. INSTITUTE OF TECH.","CU Student Choice","Washington",0,150000,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:58:00,"Cost Method","DC"
3837,12/31/2012 0:00:00,1727,"JUNCTION BELL","CUDirect Connect","Centennial",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 17:00:00,"","CO"
3837,12/31/2012 0:00:00,1727,"JUNCTION BELL","Centennial Lending, LLC","Longmont",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 17:00:00,"","CO"
3907,12/31/2012 0:00:00,1755,"WICHITA","Member Mortgage Service","Hutchinson",0,44366,0,44366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 17:07:00,"","KS"
3907,12/31/2012 0:00:00,1755,"WICHITA","CSCU","Tampa",0,821,0,821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 17:07:00,"Cost Method","FL"
3907,12/31/2012 0:00:00,1755,"WICHITA","CU Cooperative Systems, Inc","Rancho Cucamonga",0,10535,0,10535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 17:07:00,"Cost Method","CA"
3943,12/31/2012 0:00:00,1765,"BURBANK CITY","BCMS, LLC","BUrbank",1,2300000,0,2300000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 15:40:00,"Equity Method","CA"
3943,12/31/2012 0:00:00,1765,"BURBANK CITY","Co-Op Financial Services","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Card Services",8/27/2009 22:11:00,1/18/2013 15:40:00,"Cost Method","CA"
3945,12/31/2012 0:00:00,1767,"UME","THE COOP","Rancho Cucamonga",0,22579,0,22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Processor",8/27/2009 22:11:00,1/18/2013 18:33:00,"","CA"
3963,12/31/2012 0:00:00,1776,"RIO GRANDE","Credit Union Indirect Lending Assn","Centennial",0,5701,0,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CU Direct Connect",8/27/2009 22:11:00,1/17/2013 16:42:00,"","CO"
3963,12/31/2012 0:00:00,1776,"RIO GRANDE","Cu Cooperative Sysems, Inc","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 16:42:00,"Cost Method","CA"
3963,12/31/2012 0:00:00,1776,"RIO GRANDE","Share One, Inc","Memphis",0,50000,0,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 16:42:00,"Cost Method","TN"
3972,12/31/2012 0:00:00,1779,"WESTERN VISTA","CO-OP Financial Services","Rancho Cucamonga",0,87820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Debit/ATM",8/27/2009 22:11:00,1/18/2013 13:20:00,"Cost Method","CA"
3987,12/31/2012 0:00:00,1784,"ALLIANCE","CUSOURCE LLC dba Southwest Corporate Investment Services","PLANO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and Consulting Activities",8/27/2009 22:11:00,1/23/2013 11:18:00,"","TX"
4000,12/31/2012 0:00:00,1789,"HEINZ - DEL MONTE","CSCU","Clearwater",0,0,0,3982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/13/2013 8:46:00,"Cost Method","FL"
4000,12/31/2012 0:00:00,1789,"HEINZ - DEL MONTE","Co-op Financial Services","Rancho Cucamonga",0,20723,0,20723,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/13/2013 8:46:00,"Cost Method","CA"
4015,12/31/2012 0:00:00,1797,"GENERATIONS COMMUNITY","Member Busines Lending, LLC","West Jordan",0,120000,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Business Lending Support Services",8/27/2009 22:11:00,1/24/2013 16:13:00,"Cost Method","UT"
4022,12/31/2012 0:00:00,1801,"MODESTO'S FIRST","CU Direct Corporation","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 18:54:00,"Cost Method","CA"
4022,12/31/2012 0:00:00,1801,"MODESTO'S FIRST","CU Shared Resources, LLC","Santa Rosa",0,100000,0,100000,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 18:54:00,"Cost Method","CA"
4022,12/31/2012 0:00:00,1801,"MODESTO'S FIRST","Co-Op Financial Services - CU Cooperative Systems","Rancho Cucamonga",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 18:54:00,"Cost Method","CA"
4024,12/31/2012 0:00:00,1802,"FIBERGLAS","My CU Mortgage","fairborn",0,0,1000000,1000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:34:00,"","OH"
4035,12/31/2012 0:00:00,1807,"MEMBER ONE","CU24 INC","TALLAHASSEE",0,37953,0,37953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2013 11:29:00,"Cost Method","FL"
4035,12/31/2012 0:00:00,1807,"MEMBER ONE","CUSC VA","LYNCHBURG",0,130417,0,130417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2013 11:29:00,"Cost Method","VA"
4035,12/31/2012 0:00:00,1807,"MEMBER ONE","PSCU","TAMPA",0,658563,0,658563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/16/2013 11:29:00,"Cost Method","FL"
4037,12/31/2012 0:00:00,1808,"HUD","CREDIT UNION MORTGAGE ASSOCIATION","FAIRFAX",0,50000,0,50000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 14:23:00,"Equity Method","VA"
4038,12/31/2012 0:00:00,1809,"SERVICE 1","AmeriCU Mortgage","Troy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mortgage Servicing",8/27/2009 22:11:00,1/17/2013 13:24:00,"Cost Method","MI"
4038,12/31/2012 0:00:00,1809,"SERVICE 1","Xtend, Inc","Grand Rapids",0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 13:24:00,"Cost Method","MI"
4038,12/31/2012 0:00:00,1809,"SERVICE 1","Service Centers Corp","Rancho Cucamonga",0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"ATM Network",8/27/2009 22:11:00,1/17/2013 13:24:00,"Cost Method","CA"
4038,12/31/2012 0:00:00,1809,"SERVICE 1","CU Cooperative Systems, Inc","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 13:24:00,"Cost Method","CA"
4038,12/31/2012 0:00:00,1809,"SERVICE 1","CU*Answers","Grand Rapids",0,32000,95000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Data Processing",8/27/2009 22:11:00,1/17/2013 13:24:00,"Cost Method","MI"
4038,12/31/2012 0:00:00,1809,"SERVICE 1","CU Solutions Group, INc","Livonia",0,21900,0,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Technology",8/27/2009 22:11:00,1/17/2013 13:24:00,"Cost Method","MI"
4103,12/31/2012 0:00:00,1833,"SOUTHWEST MICHIGAN","Co-Op","Rancho Cucamonga",0,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/21/2013 13:26:00,"","CA"
4122,12/31/2012 0:00:00,1840,"HIGHMARK","CU Partners","Rapid City",0,7684,0,7684,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"",8/27/2009 22:11:00,1/17/2013 7:40:00,"","SD"
4122,12/31/2012 0:00:00,1840,"HIGHMARK","CU*Answers","Grand Rapids",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 7:40:00,"","MI"
4122,12/31/2012 0:00:00,1840,"HIGHMARK","Dakota Financial Services Inc","Aberdeen",0,5000,0,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 7:40:00,"","SD"
4122,12/31/2012 0:00:00,1840,"HIGHMARK","HFCU Financial Services","Rapid City",1,7386,778124,7386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 7:40:00,"","SD"
4122,12/31/2012 0:00:00,1840,"HIGHMARK","Midwest Business Solutions, LLC","Rapid City",0,100000,0,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 7:40:00,"Cost Method","SD"
4142,12/31/2012 0:00:00,1849,"KINECTA","COOP FINANCIAL SERVICES","RANCHO CUCAMONGA",0,20978,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/4/2013 17:51:00,"Cost Method","CA"
4142,12/31/2012 0:00:00,1849,"KINECTA","MEMBERS DEVELOPMENT CORP. LLC","Madison",0,66988,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"credit union financial products and services",8/27/2009 22:11:00,2/4/2013 17:51:00,"Cost Method","WI"
4142,12/31/2012 0:00:00,1849,"KINECTA","Kinecta Retail Mortgage, LLC","Manhattan Beach",1,4987332,0,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/4/2013 17:51:00,"Consolidation","CA"
4142,12/31/2012 0:00:00,1849,"KINECTA","KINECTA FINANCIAL MANAGEMENT CO, LLC","MANHATTAN BEACH",1,29703380,0,12160000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/4/2013 17:51:00,"Consolidation","CA"
4142,12/31/2012 0:00:00,1849,"KINECTA","KINECTA ALTERNATIVE FINANCIAL SOLUTIONS","MANHATTAN BEACH",1,3810988,29210729,14030655,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/4/2013 17:51:00,"Consolidation","CA"
4142,12/31/2012 0:00:00,1849,"KINECTA","CREDIT UNION DIRECT CORPORATION (CUDL)","RANCHO CUCAMONGA",0,455000,0,455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"POINT-OF-SALE AND INDIRECT LENDING SERVICES",8/27/2009 22:11:00,2/4/2013 17:51:00,"Cost Method","CA"
4142,12/31/2012 0:00:00,1849,"KINECTA","CREDIT UNION VEHICLES, LLC (CUVL)","CHATSWORTH",0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Auto buying services",8/27/2009 22:11:00,2/4/2013 17:51:00,"Cost Method","CA"
4164,12/31/2012 0:00:00,1858,"MONTANA","CUsource","Great Falls",0,225000,0,225000,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/14/2013 17:43:00,"Cost Method","MT"
4202,12/31/2012 0:00:00,1872,"WESTERN SUN","Credit Union House","Oklahoma City",0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"This office is the Oklahoma League Office",8/27/2009 22:11:00,1/25/2013 17:07:00,"Cost Method","OK"
4202,12/31/2012 0:00:00,1872,"WESTERN SUN","Credit Union Service Centers","Oklahoma City",0,50000,0,50000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 17:07:00,"Cost Method","OK"
4240,12/31/2012 0:00:00,1886,"CHOICE ONE COMMUNITY","Members Business Financial Services","Horsham",0,50000,0,50000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:27:00,"Cost Method","PA"
4240,12/31/2012 0:00:00,1886,"CHOICE ONE COMMUNITY","PA Credit Union Service Center","Harrisburg",0,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 9:27:00,"Cost Method","PA"
4261,12/31/2012 0:00:00,1895,"NORSTATE","Equinox of Aroostook, Inc.","Madawaska",0,90010,190000,90010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/19/2013 0:32:00,"Cost Method","ME"
4261,12/31/2012 0:00:00,1895,"NORSTATE","Synergent","Westbrook",0,205000,0,205000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/19/2013 0:32:00,"Cost Method","ME"
4271,12/31/2012 0:00:00,1898,"CHIEF FINANCIAL","Service Center","Southfield",0,63200,0,63200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/12/2013 9:11:00,"Cost Method","MI"
4281,12/31/2012 0:00:00,1900,"ATLANTIC REGIONAL","Abenaki Financial","Brunswick",1,10312,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"investment /insurance services for members - Ceased operations in 2003",8/27/2009 22:11:00,1/25/2013 9:06:00,"Consolidation","ME"
4281,12/31/2012 0:00:00,1900,"ATLANTIC REGIONAL","Abenaki Insurance","Brunswick",0,71194,0,52500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 9:06:00,"Equity Method","ME"
4281,12/31/2012 0:00:00,1900,"ATLANTIC REGIONAL","CUSO Mortgage","Bangor",0,2008950,0,575000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 9:06:00,"Equity Method","ME"
4281,12/31/2012 0:00:00,1900,"ATLANTIC REGIONAL","Synergent","Westbrook",0,23333,0,170000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/25/2013 9:06:00,"Cost Method","ME"
4291,12/31/2012 0:00:00,1904,"PENINSULA","CU Student Lending LLC","Edison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/11/2013 10:31:00,"","NJ"
4291,12/31/2012 0:00:00,1904,"PENINSULA","CU*Answers","Grand Rapids",0,92000,0,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Data Processing Services",8/27/2009 22:11:00,1/11/2013 10:31:00,"Cost Method","MI"
4291,12/31/2012 0:00:00,1904,"PENINSULA","CU Solutions Group","Lenexa",0,76650,0,76650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/11/2013 10:31:00,"Cost Method","KS"
4291,12/31/2012 0:00:00,1904,"PENINSULA","CU Cooperative Systems, Inc.","Rancho Cucamonga",0,393,0,393,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/11/2013 10:31:00,"Cost Method","CA"
4291,12/31/2012 0:00:00,1904,"PENINSULA","X-tend Inc. ","Grand Rapids",0,23000,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Data Processing Services",8/27/2009 22:11:00,1/11/2013 10:31:00,"Cost Method","MI"
4365,12/31/2012 0:00:00,1933,"BLACK HILLS","BHFCU Insurance Services","Rapid City",1,50759,0,50759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 16:55:00,"Consolidation","SD"
4365,12/31/2012 0:00:00,1933,"BLACK HILLS","Horizon Diversified Services","Rapid City",1,1241,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No longer operating",8/27/2009 22:11:00,1/22/2013 16:55:00,"Consolidation","SD"
4365,12/31/2012 0:00:00,1933,"BLACK HILLS","Midwest Business Solutions","Rapid City",0,100000,0,100000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 16:55:00,"Cost Method","SD"
4395,12/31/2012 0:00:00,1943,"TAMPA POSTAL","CO-OP Financial Services","Rancho Cucamonga",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/19/2013 10:54:00,"","CA"
4395,12/31/2012 0:00:00,1943,"TAMPA POSTAL","Credit Union 24","Tallahassee",0,11071,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/19/2013 10:54:00,"Cost Method","FL"
4395,12/31/2012 0:00:00,1943,"TAMPA POSTAL","CU Recovery LSC","Wyoming",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Collections",8/27/2009 22:11:00,1/19/2013 10:54:00,"","MN"
4395,12/31/2012 0:00:00,1943,"TAMPA POSTAL","CUSO Mortgage","Anaheim",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/19/2013 10:54:00,"","CA"
4395,12/31/2012 0:00:00,1943,"TAMPA POSTAL","PSCU","St Petersburg",0,35312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"MasterCard Processing",8/27/2009 22:11:00,1/19/2013 10:54:00,"Equity Method","FL"
4400,12/31/2012 0:00:00,1946,"GREENVILLE HERITAGE","CUMAC LLC","Columbia",0,19591,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Services",8/27/2009 22:11:00,1/15/2013 10:38:00,"","SC"
4401,12/31/2012 0:00:00,1947,"SOUTHWEST MONTANA COMMUNITY","CUSource","Great Falls",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/7/2013 12:30:00,"","MT"
4425,12/31/2012 0:00:00,1953,"GEORGIA COASTAL","Credit Union 24, Incorporated","Tallahassee",0,3136,0,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/22/2013 18:18:00,"Equity Method","FL"
4480,12/31/2012 0:00:00,1973,"PALISADES","CNBS, LLC","Overland Park",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/14/2013 10:26:00,"","KS"
4480,12/31/2012 0:00:00,1973,"PALISADES","CSCII","Albany",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/14/2013 10:26:00,"Cost Method","NY"
4480,12/31/2012 0:00:00,1973,"PALISADES","CU Business Group, LLC","Portland",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/14/2013 10:26:00,"","OR"
4517,12/31/2012 0:00:00,1985,"FINANCIAL ADVANTAGE","PaCUSC","Harrisburg",0,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/18/2013 14:32:00,"Cost Method","PA"
4580,12/31/2012 0:00:00,2010,"THE SUMMIT","CNBS, LLC","OVERLAND PARK",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 11:11:00,"Cost Method","KS"
4580,12/31/2012 0:00:00,2010,"THE SUMMIT","CREDIT UNION AUTO FINANCE","ROCHESTER",1,221378,0,250000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 11:11:00,"Consolidation","NY"
4580,12/31/2012 0:00:00,2010,"THE SUMMIT","PSCU","ST PETERSBURG",0,89932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,1/17/2013 11:11:00,"Cost Method","FL"
4584,12/31/2012 0:00:00,2013,"AUSTIN TELCO","CU Business Solutions, LLC","Austin",0,60000,0,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8/27/2009 22:11:00,2/12/2013 15:15:00,"Cost Method","TX"
