"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_Name","CusoName","City","IsWhollyOwned","Investment","Loan","CashOutlay","Check_cur_serv","Cler_prof_mgt_serv","Bus_ln_orig","Cons_mtg_orig","Elect_trans_serv","Fin_con_serv","FA_serv","Ins_br_ag","Leasing","Ln_supp_serv","RR_sec_DR_serv","Ins_br_serv","Shr_branch_ops","St_Ln_orig","Trav_ag_serv","Trusts","RE_br_serv","CUSOinv_nonCUSO","CC_ln_orig","pay_proc_serv","Other","OtherCusoServiceType","DateCreated","DateUpdated","InvestmentAccountingTypeName","StateCode"
8227,12/31/2011 0:00:00,3850,"MIRAMAR","Financial Service Centers Cooperative, Inc.","San Dimas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",8/12/2010 13:07:00,8/12/2010 13:07:00,"","CA"
8227,12/31/2011 0:00:00,3850,"MIRAMAR","FlightDeck Financial Services LLC","San Diego",1,112,800,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/22/2009 13:44:00,1/19/2011 13:09:00,"Consolidation","CA"
8232,12/31/2011 0:00:00,3854,"FREEDOM","Carolina Credit Union Service","Raleigh",0,25000,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/24/2009 16:32:00,1/10/2012 9:31:00,"Cost Method","NC"
8261,12/31/2011 0:00:00,3866,"MATTEL","COOP Network","Rancho Cucamonga",0,20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/1/2009 3:53:00,10/1/2009 3:53:00,"Cost Method","CA"
8290,12/31/2011 0:00:00,3877,"THE PEOPLE'S","CUSOURCE, LLC dba Catalyst Strategic Solutions","Plano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and Consulting Activities",10/16/2009 19:05:00,10/11/2011 11:10:00,"","TX"
8299,12/31/2011 0:00:00,3882,"LEA COMMUNITY","CO-OP FINANCIAL SERVICES","RANCHO CUCAMONGA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/24/2009 18:53:00,9/24/2009 18:53:00,"","CA"
8299,12/31/2011 0:00:00,3882,"LEA COMMUNITY","CU ANYTIME LLC","ALBUQUERQUE",0,46044,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 20:09:00,10/7/2011 16:28:00,"Cost Method","NM"
8299,12/31/2011 0:00:00,3882,"LEA COMMUNITY","ICUL SERVICE CORP","NAPERVILLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PREPAID CARDS",9/24/2009 18:52:00,9/24/2009 18:52:00,"","IL"
8313,12/31/2011 0:00:00,3889,"KEYSTONE UNITED METHODIST","First Heritage Financial, LLC","Philadelphia",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",7/19/2011 11:21:00,7/19/2011 11:21:00,"","PA"
8313,12/31/2011 0:00:00,3889,"KEYSTONE UNITED METHODIST","Member Business Solutions, LLC","Tallahassee",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4/21/2011 13:21:00,4/21/2011 13:21:00,"","FL"
8323,12/31/2011 0:00:00,3895,"MARSHLAND COMMUNITY","CSI","ATLANTA",0,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/1/2009 12:23:00,10/1/2009 12:23:00,"Cost Method","GA"
8323,12/31/2011 0:00:00,3895,"MARSHLAND COMMUNITY","CU24","TALLAHASSEE",0,11811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEBIT/ATM NETWORK",10/1/2009 12:26:00,1/13/2010 16:50:00,"Cost Method","FL"
8333,12/31/2011 0:00:00,3901,"TOWER","Credit Union 24","Laurel",0,9264,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Co op",9/25/2009 16:53:00,5/20/2010 9:11:00,"Cost Method","MD"
8333,12/31/2011 0:00:00,3901,"TOWER","Tower Financial Services, LLC","Laurel",1,5113199,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mortgage Settlement Services",9/25/2009 16:49:00,1/27/2012 13:28:00,"Consolidation","MD"
8333,12/31/2011 0:00:00,3901,"TOWER","PSCU","Laurel",0,397025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"credit card servicer",9/25/2009 17:00:00,4/26/2011 14:15:00,"Cost Method","MD"
8333,12/31/2011 0:00:00,3901,"TOWER","CU Realty","Laurel",0,9379,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",9/25/2009 16:52:00,1/20/2010 18:36:00,"Cost Method","MD"
8333,12/31/2011 0:00:00,3901,"TOWER","CO-OP Financial Services","Rancho Cucamonga",0,195546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Cooperative covers card fees & surcharges",7/22/2011 13:53:00,7/22/2011 13:54:00,"Cost Method","CA"
8333,12/31/2011 0:00:00,3901,"TOWER","BWCUDLC","Laurel",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect auto lending network",9/25/2009 16:56:00,1/20/2010 18:35:00,"Cost Method","MD"
8333,12/31/2011 0:00:00,3901,"TOWER","Ongoing Operations","Hagerstown",0,850000,0,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Business Continuity DR CUSO",9/25/2009 16:58:00,1/20/2010 18:37:00,"Cost Method","MD"
8338,12/31/2011 0:00:00,3904,"BRITISH AIRWAYS EMPLOYEES","CU Cooperative Systems, Inc dba CO-OP Financial Services","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/19/2009 14:48:00,10/19/2009 14:48:00,"Cost Method","CA"
8349,12/31/2011 0:00:00,3910,"SHORE TO SHORE COMMUNITY","CO-OP Financial Services","Rancho Cucamonga",0,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4/21/2010 13:57:00,7/16/2010 14:07:00,"Cost Method","CA"
8349,12/31/2011 0:00:00,3910,"SHORE TO SHORE COMMUNITY","Credit Education Services, Inc","Farmington Hills",0,2500,0,2500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/15/2009 14:55:00,7/16/2010 10:54:00,"Cost Method","MI"
8349,12/31/2011 0:00:00,3910,"SHORE TO SHORE COMMUNITY","CU Service Center","Rancho Cucamonga",0,22180,0,22180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/15/2009 14:55:00,12/8/2011 9:10:00,"Cost Method","CA"
8384,12/31/2011 0:00:00,3924,"CATHOLIC VANTAGE FINANCIAL","CU COOPERATIVE SYSTEMS INC","RANCHO CUCAMONGA",0,66270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/28/2009 13:32:00,1/19/2012 16:35:00,"Cost Method","CA"
8426,12/31/2011 0:00:00,3948,"BAY MEDIA","co-op net work","Rancho Cucamonga",0,32467,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/29/2009 13:38:00,10/19/2011 17:47:00,"Equity Method","CA"
8428,12/31/2011 0:00:00,3949,"ADVANTAGE PLUS","Advantage Plus Service Group, LLC","Pocatello",1,950000,804474,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting Tax Preparation, Financial Planning, Investments",11/8/2011 15:56:00,1/20/2012 14:01:00,"Consolidation","ID"
8435,12/31/2011 0:00:00,3953,"WINDWARD COMMUNITY","INTEGRAL CU SERVICES","KAILUA",1,100000,103722,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IT SUPPORT",9/2/2009 14:23:00,1/24/2012 14:31:00,"Consolidation","HI"
8442,12/31/2011 0:00:00,3957,"PENSACOLA GOVERNMENT","CreditUnion24, Inc","Tallahassee",0,7874,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/1/2009 12:02:00,1/12/2010 16:59:00,"Cost Method","FL"
8445,12/31/2011 0:00:00,3959,"JACKSON AREA","CU24","Tallahassee",0,11395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 16:28:00,9/30/2009 16:28:00,"Cost Method","FL"
8470,12/31/2011 0:00:00,3970,"ANDERSON","CREDIT UNION MEMBER SERVICES","COLUMBIA",0,38992,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM'S",9/30/2009 10:59:00,10/21/2011 10:41:00,"Cost Method","SC"
8475,12/31/2011 0:00:00,3974,"OTERO","CNBS, LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/25/2009 14:22:00,4/21/2011 19:18:00,"","KS"
8475,12/31/2011 0:00:00,3974,"OTERO","PSCU","Saint Petersburg",0,0,0,8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Credit card and debit card processing services",9/25/2009 17:23:00,9/29/2009 16:08:00,"","FL"
8486,12/31/2011 0:00:00,3980,"TOWN & COUNTRY","CUAlliance","Westbrook",0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/17/2009 11:29:00,9/17/2009 11:29:00,"Cost Method","ME"
8486,12/31/2011 0:00:00,3980,"TOWN & COUNTRY","Synergent Corp","Westbrook",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/17/2009 11:28:00,9/17/2009 11:28:00,"Cost Method","ME"
8512,12/31/2011 0:00:00,3995,"A C M G","CNBS, LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/28/2009 15:52:00,9/28/2009 15:52:00,"","KS"
8512,12/31/2011 0:00:00,3995,"A C M G","CU Student Choice Partners, LLC","Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",12/28/2009 12:11:00,12/28/2009 12:11:00,"","DC"
8512,12/31/2011 0:00:00,3995,"A C M G","USNET, Inc.","Albany",0,31614,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/28/2009 15:47:00,1/20/2012 15:07:00,"Cost Method","NY"
8523,12/31/2011 0:00:00,4001,"CACL","PA CU SERVICE CENTERS INC","HARRISBURG",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/4/2009 15:19:00,9/4/2009 15:19:00,"Cost Method","PA"
8530,12/31/2011 0:00:00,4006,"KRAFTMAN","CU Cooperative Branching LLC","Harahan",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",12/28/2009 16:15:00,2/16/2010 15:25:00,"Cost Method","LA"
8540,12/31/2011 0:00:00,4012,"R-S BELLCO","PA Credit Union Service Center","Harrisburg",0,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/24/2009 14:35:00,9/24/2009 14:35:00,"Cost Method","PA"
8548,12/31/2011 0:00:00,4015,"ENCOMPASS","Encompass Insurance Services","Tipton",1,24000,0,24000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",11/11/2010 10:25:00,4/21/2011 15:54:00,"","IN"
8550,12/31/2011 0:00:00,4017,"FREEDOM OF MARYLAND","PSCU Financial Services","Saint Petersburg",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/14/2009 17:05:00,5/5/2011 12:41:00,"","FL"
8550,12/31/2011 0:00:00,4017,"FREEDOM OF MARYLAND","SBA (formerly CUBC)","Miramar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/16/2009 17:06:00,7/14/2011 16:51:00,"","FL"
8554,12/31/2011 0:00:00,4019,"FIRST FINANCIAL OF MARYLAND","Financial Dimensions","Lutherville",1,34476,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Tax prep. & planning, financial planning, investment advisory services, no-load mutual funds, insurance products and services",9/9/2009 16:03:00,1/20/2012 11:40:00,"Consolidation","MD"
8585,12/31/2011 0:00:00,4033,"GENCO","Cusource, LLC dba Southwest Corporate Inveastment Service","Plano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and Consulting Activities",9/30/2009 17:06:00,9/30/2009 17:06:00,"","TX"
8594,12/31/2011 0:00:00,4037,"FINANCE CENTER","Credit Union Centers of Indiana","Indianapolis",0,151820,0,151820,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/2/2009 16:31:00,2/10/2012 15:36:00,"Cost Method","IN"
8594,12/31/2011 0:00:00,4037,"FINANCE CENTER","Financial Center Services, LLC","Indianapolis",1,43635,0,341255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/2/2009 16:29:00,2/10/2012 15:37:00,"Consolidation","IN"
8594,12/31/2011 0:00:00,4037,"FINANCE CENTER","PSCU","Saint Petersburg",0,8799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",9/2/2009 16:33:00,6/16/2011 9:54:00,"Cost Method","FL"
8616,12/31/2011 0:00:00,4046,"ST. ANTHONY OF PADUA","Co-op Network","Ontario",0,20000,20000,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 10:50:00,11/16/2009 13:58:00,"Cost Method","CA"
8658,12/31/2011 0:00:00,4065,"CAPITAL COMMUNICATIONS","PSCU Financial Services","Albany",0,476628,0,69557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/14/2009 15:37:00,1/20/2012 15:18:00,"Cost Method","NY"
8658,12/31/2011 0:00:00,4065,"CAPITAL COMMUNICATIONS","Cap Com Group, LLC","Albany",1,6899023,5281414,3930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/22/2010 14:23:00,1/20/2012 15:17:00,"Consolidation","NY"
8658,12/31/2011 0:00:00,4065,"CAPITAL COMMUNICATIONS","Old Heritage Realty Services, LLC","Albany",0,637801,0,444500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",7/22/2010 18:34:00,1/20/2012 15:17:00,"Consolidation","NY"
8660,12/31/2011 0:00:00,4067,"RIEGELWOOD","Carolina Credit Union Service","Greensboro",0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/22/2009 9:53:00,9/22/2009 9:53:00,"Cost Method","NC"
8667,12/31/2011 0:00:00,4073,"CP","Co Op","Rancho Cucamonga",0,333347,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/28/2009 13:05:00,1/6/2012 11:10:00,"Equity Method","CA"
8667,12/31/2011 0:00:00,4073,"CP","CP Financial Services, LLC","Jackson",1,23447,64000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Risk management/compliance support",9/28/2009 13:06:00,10/6/2011 9:47:00,"Consolidation","MI"
8667,12/31/2011 0:00:00,4073,"CP","Service Center","Southfield",0,11215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/28/2009 13:03:00,1/6/2012 11:11:00,"Equity Method","MI"
8676,12/31/2011 0:00:00,4077,"TEXAS PARTNERS","CUSOURCE, LLC dba Catalyst Corporate Investment Services","Plano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and consulting Activites",9/30/2009 10:09:00,1/19/2012 9:05:00,"","TX"
8680,12/31/2011 0:00:00,4080,"MARRIOTT EMPLOYEES","CU Cooperative Systems, Inc","Rancho Cucamonga",0,90757,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/14/2009 14:40:00,10/18/2011 12:26:00,"Cost Method","CA"
8690,12/31/2011 0:00:00,4087,"COOS EDUCATORS'","co-op network","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",9/29/2009 19:39:00,9/29/2009 19:39:00,"Cost Method","CA"
8693,12/31/2011 0:00:00,4089,"NIAGARA'S CHOICE","CNBS,LLC","Overland Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/24/2009 14:56:00,9/24/2009 14:56:00,"","KS"
8693,12/31/2011 0:00:00,4089,"NIAGARA'S CHOICE","Universal Sharing Network,Inc.","Albany",0,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/24/2009 15:00:00,9/24/2009 15:00:00,"Cost Method","NY"
8693,12/31/2011 0:00:00,4089,"NIAGARA'S CHOICE","CU Direct Corporation","Ontario",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Auto loan origination",10/21/2011 16:14:00,10/21/2011 16:14:00,"","CA"
8693,12/31/2011 0:00:00,4089,"NIAGARA'S CHOICE","Credit Union Auto Finance","Rochester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Indirect Auto Loan Origination",9/22/2011 16:48:00,9/22/2011 16:48:00,"","NY"
8693,12/31/2011 0:00:00,4089,"NIAGARA'S CHOICE","CU Business Group","Portland",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/21/2011 16:17:00,10/21/2011 16:17:00,"","OR"
8694,12/31/2011 0:00:00,4090,"SINGING RIVER","CARD SERVICES FOR CREDIT UNIONS","CLEARWATER",0,420,0,420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/25/2009 11:30:00,9/25/2009 11:30:00,"Cost Method","FL"
8694,12/31/2011 0:00:00,4090,"SINGING RIVER","CREDIT UNION 24","TALLAHASSEE",0,11580,0,11580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 17:16:00,9/23/2009 17:16:00,"Cost Method","FL"
8697,12/31/2011 0:00:00,4092,"BIG VALLEY","CO-OP","RANCHO CUCAMONGA",0,20000,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/24/2009 12:17:00,9/24/2009 12:17:00,"Cost Method","CA"
8697,12/31/2011 0:00:00,4092,"BIG VALLEY","FSCC","SAN DIMAS",0,50000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/24/2009 12:15:00,9/24/2009 12:15:00,"Cost Method","CA"
8701,12/31/2011 0:00:00,4095,"ELECTRICAL","CU RESOURCE GROUP SHAREHOLDERS","DENVER",0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 14:33:00,9/23/2009 14:33:00,"Equity Method","CO"
8709,12/31/2011 0:00:00,4100,"LAKESHORE","Xtend","Grand Rapids",0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/18/2009 16:18:00,5/9/2011 11:34:00,"Cost Method","MI"
8709,12/31/2011 0:00:00,4100,"LAKESHORE","CU*Answers","Grand Rapids",0,142000,0,142000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/18/2009 16:12:00,5/9/2011 11:34:00,"Cost Method","MI"
8715,12/31/2011 0:00:00,4102,"1ST COMMUNITY","Ongoing Operations, LLC","Maugansville",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",4/16/2010 16:56:00,4/16/2010 16:56:00,"","MD"
8715,12/31/2011 0:00:00,4102,"1ST COMMUNITY","CUSOURCE, LLC dba Catalyst Strategic Solutions","Plano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advisory and Consulting Activities",9/30/2009 12:01:00,10/20/2011 11:42:00,"","TX"
8725,12/31/2011 0:00:00,4107,"COLORAMO","Card Services for Credit Unions","Clearwater",0,6493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 12:34:00,7/19/2011 16:00:00,"Cost Method","FL"
8725,12/31/2011 0:00:00,4107,"COLORAMO","Co-op Financial Services","Rancho Cucamonga",0,26380,0,20000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 12:33:00,10/17/2011 15:53:00,"Cost Method","CA"
8733,12/31/2011 0:00:00,4109,"SUNLIGHT","CU Cooperative Systems, INC.","Rancho Cucamonga",0,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6/29/2011 13:04:00,6/29/2011 13:29:00,"Equity Method","CA"
8749,12/31/2011 0:00:00,4114,"SNAKE RIVER","Credit Union Data Processing","Farmington",0,12131,0,12131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Investment",9/21/2009 13:18:00,4/18/2011 20:23:00,"Cost Method","UT"
8752,12/31/2011 0:00:00,4117,"SIOUX VALLEY COOP","CU Mortgage Direct LLC","Sioux Falls",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/16/2009 17:16:00,10/16/2009 17:16:00,"","SD"
8774,12/31/2011 0:00:00,4123,"WESTERN HEALTHCARE","CU Cooperative Systems, Inc","Rancho Cucamonga",0,20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/23/2009 18:40:00,9/23/2009 18:40:00,"Cost Method","CA"
8774,12/31/2011 0:00:00,4123,"WESTERN HEALTHCARE","NorCal CU Strategies, LLC","San Francisco",0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Collaboration Efforts",9/23/2009 18:45:00,4/22/2011 16:49:00,"Cost Method","CA"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","CO - OP Network","Southfield",0,33855,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/15/2011 8:18:00,9/15/2011 8:18:00,"Cost Method","MI"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","Unitrust","Alexandria",0,0,0,126500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",9/15/2011 8:23:00,9/15/2011 8:23:00,"Cost Method","VA"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","PSCU","Tampa",0,411576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/15/2011 8:20:00,1/20/2012 14:39:00,"Cost Method","FL"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","Members Development Corp","Madison",0,15744,0,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Think tank to develop new products and services",9/15/2011 8:22:00,1/20/2012 14:37:00,"Cost Method","WI"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","CU Service Corp of VA","Lynchburg",0,63935,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",9/15/2011 8:15:00,1/20/2012 14:35:00,"Cost Method","VA"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","Congressional Services Corporation","Oakton",1,3835,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"computer hosting services",8/1/2011 12:44:00,1/20/2012 14:34:00,"Cost Method","VA"
8797,12/31/2011 0:00:00,4131,"WRIGHT PATMAN CONGRESSIONAL","Credit Union Mortgage Association","Fairfax",0,1000,0,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/15/2011 8:11:00,1/20/2012 14:35:00,"Cost Method","VA"
8801,12/31/2011 0:00:00,4134,"AVANTI","CU Mortgage Direct LLC","Sioux Falls",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/30/2009 12:57:00,9/30/2009 12:57:00,"","SD"
8812,12/31/2011 0:00:00,4139,"RIVER VALLEY COMMUNITY","ARCUSO","Bryant",0,10000,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",9/2/2009 15:06:00,10/19/2009 11:41:00,"Cost Method","AR"
8825,12/31/2011 0:00:00,4147,"ALLEG-KISKI POSTAL","CARD SERVICES FOR CREDIT UNIONS INC","CLEARWATER",0,150,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9/9/2009 13:57:00,9/9/2009 13:57:00,"Cost Method","FL"
8854,12/31/2011 0:00:00,4160,"UKRAINIAN","PSCU","Tampa",0,100185,0,100185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",9/23/2009 16:05:00,1/16/2012 12:47:00,"Cost Method","FL"
8854,12/31/2011 0:00:00,4160,"UKRAINIAN","Ukrainian Member Services LLC","Rochester",1,103546,0,103546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",9/23/2009 16:07:00,1/16/2012 12:49:00,"Consolidation","NY"
8854,12/31/2011 0:00:00,4160,"UKRAINIAN","CSC, Inc.","Albany",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/15/2009 11:38:00,10/15/2009 11:38:00,"","NY"
8854,12/31/2011 0:00:00,4160,"UKRAINIAN","CUC Services, Inc","Albany",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10/15/2009 11:36:00,10/15/2009 11:36:00,"","NY"
8905,12/31/2011 0:00:00,4186,"CENTRAL SUNBELT","Credit Union 24","Tallahassee",0,4034,0,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ATM Network",9/25/2009 9:42:00,9/25/2009 9:42:00,"Cost Method","FL"
8905,12/31/2011 0:00:00,4186,"CENTRAL SUNBELT","Members Trust Company","Tampa",0,98541,0,98541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",9/25/2009 9:46:00,10/14/2009 16:07:00,"Cost Method","FL"
